"DATE","MSFT","KO","DD","XOM","GE","IBM","CVX","UTX","PG","CAT","BA","PFE","JNJ","MMM","MRK","AA","DIS","HPQ","MCD","JPM","WMT","AXP","INTC","BAC","TRV","VZ","T","HD","CSCO","UNH","mktrf","smb","hml","rf","umd","SP500"
Jun 2010,-0.10814,-0.016342,-0.043683,-0.05607,-0.111927,-0.01421,-0.081359,-0.036658,-0.01817,-0.011356,-0.022281,-0.06369,0.013036,-0.004035,0.049273,-0.135739,-0.057451,-0.057596,-0.014954,-0.075038,-0.049248,0.000251,-0.09197,-0.086404,0.00283,0.018169,-0.004527,-0.164021,-0.079879,-0.018748,-0.0556,-0.0213,-0.0426,1e-04,-0.029,-0.053882
Jul 2010,0.121686,0.099561,0.175773,0.045733,0.117892,0.039844,0.123047,0.095363,0.027706,0.16847,0.085896,0.051893,-0.016424,0.082922,-0.014584,0.110338,0.069524,0.063771,0.0586,0.101612,0.064905,0.124433,0.059126,-0.022965,0.024365,0.123434,0.089706,0.015675,0.08259,0.072183,0.0692,0.0017,0.0022,1e-04,0.0192,0.068778
Aug 2010,-0.085819,0.014017,0.01254,-0.002178,-0.101737,-0.035981,-0.018501,-0.076864,-0.024362,-0.065806,-0.096713,0.072667,-0.009124,-0.075579,0.020313,-0.082587,-0.034135,-0.164857,0.055643,-0.097319,-0.014602,-0.106855,-0.13483,-0.112536,-0.02894,0.016173,0.04202,-0.015915,-0.133723,0.041708,-0.0477,-0.0294,-0.0164,1e-04,-0.0013,-0.047449
Sep 2010,0.043682,0.055071,0.094432,0.045339,0.130525,0.089418,0.094087,0.092317,0.005028,0.207489,0.0885,0.079195,0.086636,0.103883,0.057736,0.185221,0.01721,0.096229,0.019847,0.046755,0.067411,0.054176,0.086895,0.052368,0.070831,0.103623,0.058084,0.138749,0.095822,0.110813,0.0954,0.0384,-0.0302,1e-04,0.0135,0.087551
Oct 2010,0.088812,0.047847,0.059615,0.076064,-0.014154,0.070523,0.019124,0.049698,0.068064,0.004575,0.061617,0.014269,0.028728,-0.028716,-0.013583,0.085054,0.09139,-0.000713,0.043752,-0.009984,0.012145,-0.009279,0.044271,-0.126197,0.059501,0.011583,0.011888,-0.024621,0.043836,0.026773,0.0388,0.0104,-0.023,1e-04,0.0158,0.036856
Nov 2010,-0.046784,0.037345,0.002538,0.05279,-0.01186,-0.010376,-0.011017,0.012371,-0.039327,0.076336,-0.091308,-0.053689,-0.025886,0.003384,-0.050675,0.001142,0.010657,-0.002617,0.014659,-0.006112,-0.001477,0.042451,0.063092,-0.043585,-0.02192,-0.01447,-0.025596,-0.014684,-0.161855,0.013037,0.006,0.0366,-0.0054,1e-04,0.0251,-0.00229
Dec 2010,0.105018,0.041159,0.061502,0.051179,0.164245,0.037466,0.126961,0.045835,0.053381,0.107092,0.023365,0.074233,0.004874,0.027626,0.056571,0.172571,0.038346,0.005962,-0.019668,0.134225,0.002635,-0.006941,-0.006026,0.219178,0.038526,0.117776,0.057215,0.160543,0.055845,-0.007804,0.0682,0.0078,0.0358,1e-04,-0.0321,0.0653
Jan 2011,-0.006628,-0.044397,0.016038,0.103392,0.101148,0.103843,0.040329,0.032774,-0.011164,0.040465,0.064664,0.040548,-0.03363,0.018772,-0.079634,0.076673,0.036257,0.085273,-0.040255,0.060585,0.039681,0.014912,0.020447,0.029235,0.009873,0.009153,-0.048673,0.048774,0.045477,0.136804,0.0201,-0.0246,0.0086,1e-04,-0.003,0.022646
Feb 2011,-0.035528,0.017025,0.090766,0.065568,0.04568,0.003272,0.100495,0.03278,-0.001267,0.061025,0.042458,0.066959,0.036975,0.055278,-0.018089,0.018709,0.125289,-0.045086,0.035564,0.038941,-0.072945,0.00438,0.00891,0.040787,0.065233,0.036496,0.03125,0.019037,-0.122459,0.037272,0.0349,0.0163,0.0167,1e-04,0.0205,0.031957
Mar 2011,-0.044771,0.045213,0.001823,-0.016369,-0.041587,0.007351,0.036048,0.013287,-0.022998,0.081803,0.026663,0.055613,-0.035645,0.01377,0.025177,0.048071,-0.014861,-0.059134,0.005417,-0.012637,0.008369,0.037411,-0.060084,-0.06648,-0.001502,0.043879,0.078577,-0.00427,-0.072737,0.064467,0.0048,0.0262,-0.0122,1e-04,0.0359,-0.001047
Apr 2011,0.020874,0.016883,0.033109,0.045763,0.01995,0.046054,0.018141,0.05824,0.062094,0.040413,0.079129,0.032496,0.109198,0.039679,0.089064,-0.037373,0.000232,-0.014645,0.029176,-0.004772,0.056292,0.089823,0.147175,-0.07877,0.063887,-0.007071,0.030709,0.002428,0.021574,0.089159,0.029,-0.0032,-0.0225,0,8e-04,0.028495
May 2011,-0.028935,-0.009635,-0.054235,-0.04592,-0.039609,-0.005276,-0.034265,-0.014847,0.032357,-0.083268,-0.016671,0.032427,0.032562,-0.023454,0.022253,-0.009412,-0.034107,-0.074065,0.049036,-0.052378,0.011004,0.051345,-0.019819,-0.04316,-0.018963,-0.022499,0.014139,-0.023419,-0.041096,-0.005688,-0.0127,-0.0065,-0.0221,0,-0.0058,-0.013501
Jun 2011,0.039584,0.014219,0.014071,-0.025039,-0.032077,0.015509,-0.019731,0.008431,-0.051194,0.006238,-0.052544,-0.039627,-0.011443,0.00498,-0.029388,-0.056514,-0.062215,-0.023007,0.034094,-0.053192,-0.037668,0.005426,-0.015549,-0.066383,-0.052996,0.008123,-0.004753,0.005237,-0.070833,0.057048,-0.0175,-8e-04,-0.0042,0,0.0176,-0.018258
Jul 2011,0.053846,0.0107,-0.048659,-0.019538,-0.050371,0.060041,0.011474,-0.064061,-0.024461,-0.067725,-0.046801,-0.065583,-0.026007,-0.081286,-0.03287,-0.071248,-0.010758,-0.033791,0.025617,-0.005862,-0.008092,-0.032108,0.007671,-0.114051,-0.05567,-0.039014,-0.05476,-0.035616,0.026906,-0.037805,-0.0234,-0.014,-0.012,0,0.0014,-0.021474
Aug 2011,-0.023358,0.035877,-0.053287,-0.066424,-0.089336,-0.050536,-0.0423,-0.0979,0.035616,-0.078854,-0.045267,-0.003585,0.024387,-0.041428,-0.030325,-0.128988,-0.118073,-0.259881,0.052498,-0.071446,0.016031,-0.006595,-0.089118,-0.15757,-0.084709,0.024795,-0.026658,-0.037217,-0.018785,-0.042515,-0.06,-0.033,-0.0156,1e-04,-0.0035,-0.056791
Sep 2011,-0.064286,-0.034351,-0.171949,-0.018779,-0.057633,0.017218,-0.063234,-0.052391,-0.007852,-0.188571,-0.094975,-0.068493,-0.032067,-0.134852,-0.000453,-0.252344,-0.114504,-0.132924,-0.028647,-0.198083,-0.024253,-0.096761,0.059861,-0.250918,-0.026159,0.017558,0.001405,-0.015279,-0.010849,-0.026042,-0.076,-0.0368,-0.0106,0,-0.0252,-0.071762
Oct 2011,0.069908,0.011249,0.202652,0.075176,0.097897,0.055813,0.134572,0.1083,0.02113,0.285482,0.087258,0.089367,0.010991,0.10071,0.055046,0.124347,0.156499,0.185301,0.057276,0.162351,0.092871,0.131403,0.150223,0.116013,0.197414,0.018478,0.042777,0.089139,0.199355,0.040546,0.1134,0.0358,-0.009,0,-0.0145,0.107723
Nov 2011,-0.031919,-0.009075,0.001248,0.036112,-0.047875,0.022315,-0.013517,-0.011541,0.009064,0.036206,0.050464,0.05244,0.013977,0.032523,0.036232,-0.065985,0.02781,0.050357,0.036295,-0.109033,0.038434,-0.050968,0.023635,-0.20205,-0.03599,0.020281,-0.011259,0.103631,0.005936,0.016253,-0.0026,-0.0026,-0.0017,0,0.04,-0.005059
Dec 2011,0.014855,0.040756,-0.040654,0.053705,0.136392,-0.021915,0.034818,-0.045822,0.033142,-0.074377,0.067841,0.078226,0.013288,0.008514,0.066294,-0.136727,0.062762,-0.074061,0.050356,0.07362,0.020798,-0.01811,-0.026495,0.022059,0.0592,0.063345,0.043478,0.071902,-0.030043,0.042495,0.0074,-0.0057,0.0153,0,0.0189,0.008533
Jan 2012,0.137519,-0.034872,0.111621,-0.012034,0.044668,0.047422,-0.030827,0.071966,-0.047144,0.209492,0.011316,-0.011091,0.005032,0.060932,0.015119,0.174567,0.037333,0.08618,-0.012758,0.129323,0.026774,0.06678,0.089485,0.282374,-0.014703,-0.048853,-0.012897,0.055899,0.089878,0.021902,0.0506,0.0252,-0.0213,0,-0.0795,0.043583
Feb 2012,0.081612,0.034503,0.007271,0.038572,0.027258,0.025337,0.06604,0.07658,0.072652,0.046646,0.016312,-0.00257,-0.003945,0.017068,-0.002613,0.003937,0.079434,-0.095425,0.009389,0.052011,-0.037158,0.054846,0.02536,0.119215,-0.00566,0.011949,0.040122,0.071638,0.011962,0.076463,0.0443,-0.0165,4e-04,0,-0.0028,0.040589
Mar 2012,0.016226,0.066705,0.040315,0.002659,0.053543,0.060591,-0.017504,-0.011089,-0.006063,-0.067332,-0.007738,0.071953,0.013522,0.018379,0.017029,-0.014749,0.042629,-0.053734,-0.011886,0.171763,0.042612,0.093969,0.045945,0.200753,0.02829,0.003149,0.020922,0.063696,0.063883,0.060135,0.0311,-0.0023,-7e-04,0,0.0146,0.031332
Apr 2012,-0.007441,0.031212,0.010586,-0.004497,-0.024415,-0.007525,-0.006063,-0.015674,-0.044755,-0.030886,0.032674,0.011261,-0.013038,0.001681,0.021875,-0.028942,-0.015304,0.039026,-0.006626,-0.058721,-0.037418,0.044072,0.009959,-0.15256,0.086486,0.069317,0.067883,0.029418,-0.043262,-0.047336,-0.0084,-0.0061,-0.002,0,0.0384,-0.007497
May 2012,-0.081993,-0.020833,-0.089226,-0.082696,-0.025026,-0.064371,-0.068975,-0.086355,-0.021213,-0.147417,-0.087891,-0.035371,-0.031644,-0.048791,-0.042304,-0.118191,0.060311,-0.084006,-0.076039,-0.228711,0.124045,-0.072745,-0.082585,-0.092478,-0.028451,0.031204,0.038286,-0.041707,-0.189779,-0.006768,-0.062,-0.001,0.001,1e-04,0.0661,-0.062651
Jun 2012,0.047962,0.053125,0.047866,0.088262,0.100576,0.013893,0.073136,0.019161,-0.016696,-0.030929,0.067375,0.051669,0.082172,0.061486,0.122139,0.023392,0.061037,-0.107496,-0.009066,0.077828,0.059253,0.042629,0.031347,0.112925,0.028965,0.067243,0.043606,0.073977,0.051439,0.052761,0.0388,0.0082,0.0046,0,-0.0114,0.039555
Jul 2012,-0.036613,0.03338,-0.017204,0.014958,-0.004319,0.002045,0.038673,-0.014431,0.06289,-0.00212,-0.005249,0.045217,0.024571,0.018192,0.057964,-0.032,0.013196,-0.092989,0.009375,0.015953,0.067556,-0.005154,-0.035647,-0.10269,-0.01864,0.027003,0.075715,-0.015286,-0.066395,-0.126667,0.0079,-0.0259,2e-04,0,0.0306,0.012598
Aug 2012,0.052596,-0.074257,0.009658,0.011744,-0.001928,-0.001429,0.031758,0.079863,0.04106,0.0133,-0.028007,0.001664,-0.017047,0.021484,-0.025357,0.014168,0.006716,-0.074561,0.009288,0.031667,-0.019246,0.010224,-0.025097,0.088556,0.03336,-0.048737,-0.033755,0.093139,0.196238,0.06283,0.0256,0.0072,0.0059,1e-04,-0.0251,0.019763
Sep 2012,-0.034393,0.020989,0.010452,0.047537,0.10478,0.064665,0.03923,-0.019537,0.032296,0.008321,-0.02528,0.041492,0.021949,-0.001944,0.057259,0.034463,0.056802,0.018483,0.025254,0.08993,0.016529,-0.0247,-0.087596,0.106383,0.061477,0.061248,0.02893,0.063789,0.000786,0.024355,0.0274,0.0049,0.0157,1e-04,-0.0102,0.024236
Oct 2012,-0.040995,-0.019773,-0.114382,-0.003062,-0.072655,-0.06228,-0.054215,-0.00166,0.006373,-0.008252,0.012142,0.000805,0.027717,-0.052153,0.011864,-0.028797,-0.060444,-0.188159,-0.053951,0.037055,0.016531,-0.012135,-0.045244,0.055493,0.039262,-0.009107,-0.070822,0.01673,-0.094789,0.010648,-0.0175,-0.0107,0.0417,1e-04,0.0012,-0.019789
Nov 2012,-0.05939,0.026762,-0.021339,-0.026983,0.003324,-0.018558,-0.033116,0.031794,0.008521,0.00507,0.060761,0.014877,-0.006778,0.044977,-0.029148,-0.01867,0.010994,-0.062094,0.011636,-0.014395,-0.039989,-0.001251,-0.085067,0.05794,-0.001692,-0.011649,-0.013299,0.064842,0.111111,-0.02875,0.0077,0.0067,-0.011,1e-04,0.0037,0.002847
Dec 2012,0.003558,-0.04404,0.042617,-0.018039,0.002366,0.007787,0.023181,0.023717,-0.027782,0.05735,0.01454,0.00237,0.005306,0.020891,-0.06614,0.032105,0.017721,0.107159,0.013442,0.070329,-0.047105,0.028265,0.053923,0.178499,0.020616,-0.019266,-0.012306,-0.049485,0.039101,0.001149,0.0118,0.0166,0.0328,1e-04,-0.0292,0.007068
